reform	0.05	-0.22	0.57	0.613025284959764
fallow	-0.57	-1.52	0.21	1.6368872899500442
anal	-1.0	-0.71	-0.55	1.3440982106974178
podium	0.05	-1.48	-0.39	1.5313392831113553
microscopic	0.24	-1.14	0.33	1.2108261642366338
coach	0.72	-1.65	-0.89	2.0082330542046156
hash	-1.05	-0.55	-0.05	1.1863810517704672
homage	0.65	-1.52	0.85	1.858870624868767
indecision	-1.15	-0.9	-1.0	1.7698870020427857
compressor	0.32	-1.38	0.13	1.4225681003031103
vaccination	-0.44	-0.38	0.2	0.6148170459575759
pink	1.68	-0.65	1.74	2.5044959572736385
humanoid	-0.48	-1.11	-0.41	1.276949489995591
woman	2.09	-1.2	0.93	2.583215051055564
pellet	-0.35	-1.2	0.67	1.4182383438618489
pine	1.58	-1.75	-0.05	2.358262071950444
ping	0.67	-0.91	0.38	1.192224811015104
save	2.26	-0.38	1.34	2.6547316248540076
protection	1.73	-0.68	1.71	2.525747414133092
pint	0.53	-1.48	0.18	1.582308440222702
stagger	-1.58	-0.62	-0.85	1.8982360232594893
toe	0.24	-1.9	0.1	1.917706964058899
hotshot	-0.62	-1.17	0.39	1.3803622712896784
mandatory	-1.1	-1.11	-1.46	2.1386210510513544
scram	-1.43	-1.35	-0.5	2.0291377479116592
abscess	-2.21	-1.0	-1.05	2.643217736017977
trusty	1.19	-0.83	1.14	1.8451558199783562
unforgettable	1.73	0.84	0.86	2.106679852279411
scrap	-0.29	-1.57	0.18	1.6066735822811054
ton	0.0	-1.45	0.08	1.452205219657332
top	1.0	-0.67	1.25	1.7353385836775486
honesty	2.43	-1.68	1.81	3.464592328110192
syndrome	-0.67	-0.32	-1.23	1.4367324037551321
surname	0.1	-1.32	0.76	1.5264337522473748
ladle	0.11	-2.18	0.42	2.222813532440362
orderly	1.36	0.05	1.38	1.9381692392564691
fraternity	-0.11	-0.36	0.41	0.5565968020030299
have	0.86	-1.48	0.72	1.8569868066305695
smidgen	0.17	-1.05	0.25	1.0926573113286708
tot	1.36	-1.86	0.5	2.3577955806218656
redundancy	-1.14	-1.65	0.42	2.049024157983502
shorts	0.95	-0.77	1.57	1.9900502506218278
tow	0.38	-1.25	0.33	1.3475162336684483
unforgiving	-2.59	-0.19	-0.71	2.69226670298468
venereal	-2.05	-0.42	-0.86	2.2624102192131295
toy	2.29	-0.71	0.61	2.4739240085338112
energetic	2.57	1.1	0.81	2.910498239133637
haul	-0.05	-1.82	0.6	1.9170028690641023
avail	0.42	-1.23	1.0	1.639908534034749
adultery	-2.19	1.42	-1.67	3.0986125927582493
caboodle	0.15	-1.14	-0.16	1.160904819526562
gaming	0.67	0.23	1.29	1.471699697628562
famous	0.89	-0.8	0.4	1.2617844506887856
beholden	0.05	-1.76	-0.16	1.7679649317789083
question	1.36	-1.33	0.88	2.0959246169650285
horseshit	-2.05	-0.83	0.0	2.211650967037973
willie	-0.55	-0.43	-0.08	0.7027090436304346
hallowed	0.45	-1.55	-0.05	1.6147755261955143
pimp	-1.95	-0.8	-0.78	2.247420743875076
spirit	2.0	0.03	1.38	2.430082303132962
whirlpool	0.8	0.35	0.8	1.1842719282327012
intellectual	2.65	-0.47	1.56	3.1107876816009155
reclaim	0.55	-0.48	0.77	1.061037228376083
interchangeable	0.37	-1.23	0.75	1.4873802472804323
picture	2.22	-0.71	1.72	2.8967050246789023
sarcastic	-0.76	0.19	0.35	0.8580209787645054
firmament	0.1	-1.35	0.0	1.3536986370680884
disengage	-0.95	-1.05	0.4	1.4713938969562161
fundraise	0.63	-0.15	1.86	1.9695177074603825
ambrosia	0.95	-0.95	0.67	1.5012994371543606
disable	-1.42	-1.4	-0.96	2.213142562059661
regard	0.7	-1.61	1.38	2.2330472453577865
cod	0.21	-1.05	0.37	1.1329165900453573
stressful	-2.38	0.65	-1.03	2.6735369830993547
cog	-0.45	-1.0	0.16	1.1081967334368028
falafel	0.52	-1.32	-0.24	1.438888459888396
resurrect	1.41	-0.24	-0.73	1.605801980320114
thousand	1.44	-1.5	1.0	2.3072927859289987
com	0.76	-0.65	1.11	1.4940548852033517
coo	0.9	-0.83	0.07	1.2262952336203545
raptor	0.05	0.7	0.09	0.7075309180523491
con	-1.79	-0.48	-1.05	2.130023474049054
kudos	1.95	-0.73	1.95	2.8527004749885676
cop	-0.5	-0.1	-2.17	2.2291029585911906
pantyhose	0.5	-0.92	0.44	1.1357816691600546
stockholder	-0.1	-1.5	-0.6	1.6186414056238645
symphonic	1.45	1.3	0.69	2.0660590504629823
cot	0.37	-2.05	0.07	2.0842984431218095
cow	0.42	-2.05	0.24	2.106300073588756
coy	0.5	-1.28	0.5	1.462326912834473
madman	-1.55	1.09	-1.24	2.2645529360118744
bruise	-1.58	-0.04	-0.79	1.7669465187152669
homicide	-3.5	1.1	-2.08	4.2173925593902215
pacify	0.67	-2.45	0.32	2.5600390622019815
gown	1.0	-1.14	0.5	1.5967466924969658
academic	1.61	-1.68	1.21	2.6227085236449743
coral	1.42	-1.82	0.5	2.3619483482921466
chloride	-0.68	-0.64	0.85	1.262735126619989
rove	-0.11	-1.0	-0.14	1.0157263410978372
pipe	-0.25	-0.89	0.92	1.3042239071570494
representative	0.26	-1.27	1.05	1.6682325976913412
longitude	-0.24	-2.09	0.04	2.104115015867716
sneaky	-1.06	1.22	-0.29	1.641980511455602
pigeon	0.58	-2.05	0.04	2.1308449028495713
actress	0.42	0.43	-0.35	0.695557330491168
patriot	0.8	-0.14	1.09	1.3593012911051032
pardon	0.5	-2.2	0.0	2.2561028345356955
blackface	-1.8	-0.57	-0.52	1.9583921976968761
christmas	3.37	0.9	1.14	3.6696730099560644
squealer	-1.52	1.1	-1.08	2.164901845350038
gasket	-0.55	-1.58	0.0	1.6729913329123975
cleaver	-0.05	0.1	0.44	0.45398237851264667
peddle	-0.11	-1.48	0.22	1.5002999700059985
buckwheat	0.24	-2.3	1.22	2.61457453517776
obligation	-0.32	0.76	0.39	0.9121951545584969
gout	-1.33	-0.8	-1.19	1.9557607215607946
racehorse	0.78	-0.05	0.6	0.9853425800197615
violation	-2.71	-0.48	-1.72	3.2454429589811005
bombing	-2.9	2.11	-1.58	3.918992217394671
metabolism	0.4	-0.83	-0.64	1.1218288639538565
try	0.64	-1.0	0.94	1.5143315356948754
hawk	1.46	-0.17	0.5	1.5525785004308155
rarity	1.48	-0.95	0.18	1.7678518037437414
patriotic	1.6	-0.45	1.69	2.3703586226560738
chicken	1.17	-1.8	0.22	2.158077848456816
mailman	0.32	-1.68	-0.18	1.7196511274092776
exterior	0.55	-1.61	0.91	1.9294299676329278
childbirth	1.62	0.62	0.14	1.7402298698735177
hazy	-1.21	-2.27	-1.21	2.842727563450286
motorcar	0.7	-1.05	1.03	1.6289260265586034
soulless	-2.29	-0.24	-1.28	2.634406954135978
captivity	-1.86	0.09	-2.11	2.8142139222170015
scenery	1.18	-0.57	0.63	1.4540288855452632
clammy	-1.19	-2.05	-1.55	2.832154656794011
bloat	-1.6	-1.22	-1.14	2.3125743231299616
blindfold	-0.45	-1.35	-1.5	2.0676073128135335
effective	1.95	-1.05	2.2	3.121698255757593
timer	-0.19	-0.83	-0.73	1.1215614116043757
haze	-0.17	-1.09	-0.63	1.2703936397825677
muscle	1.15	-0.45	1.81	2.1911412551453635
flux	-0.83	-0.82	-0.21	1.1854956769216831
jelly	0.9	-1.37	0.68	1.7746267213135274
colonoscopy	-2.4	-0.95	-1.6	3.036856927812043
caboose	0.94	-1.95	-0.68	2.2690306300268404
timeless	0.89	-1.6	0.45	1.8853646862079496
direction	0.45	-1.67	1.18	2.0937526119386694
ammunition	-0.41	0.7	0.95	1.2492397688194208
antigravity	0.74	0.1	-1.23	1.4389232085139219
disorientation	-1.43	0.1	-1.86	2.348297255459794
meathead	-1.62	-0.78	-1.19	2.15613079380635
alcoholic	-2.51	0.48	-1.73	3.086000648088072
celibate	-1.28	-2.0	1.1	2.6169447835214252
bachelor	0.58	-0.86	0.13	1.0454185764563397
flue	-0.55	-2.14	-0.68	2.311817466842917
oregano	1.11	-1.3	0.16	1.7168867172880102
aforementioned	0.21	-1.5	-0.04	1.5151567575666882
fistful	0.4	-0.9	-0.24	1.013706071797935
cry	-1.78	0.45	-2.44	3.053604427557702
inspector	-0.67	-1.39	0.89	1.7813197354770423
indecisive	-1.48	-0.19	-1.38	2.032461561752153
probe	-1.17	-0.5	-0.56	1.3901438774457844
sensuous	0.79	0.86	0.61	1.3174976280813564
pineapple	1.9	-0.59	0.65	2.092988294281647
bonding	1.45	-1.19	1.18	2.2160776159692603
stable	0.2	-1.89	1.33	2.3196982562393758
harness	-0.53	-1.11	-0.47	1.3167763667381034
sublevel	-0.05	-1.68	-0.44	1.7373830895919298
impatience	-1.37	-0.78	-0.71	1.7289881433948586
unfamiliar	-0.86	0.18	-1.0	1.331164903383499
grapple	0.11	-0.1	0.46	0.4834252786108728
narcissism	-1.75	0.05	-0.85	1.9461500456028564
respond	0.71	-1.91	1.0	2.2698458097412697
sketch	1.21	-0.67	1.2	1.8311198759229281
esophagus	-0.5	-1.24	0.04	1.3376098085764772
incident	-0.8	0.65	0.05	1.0319883720275147
fatten	-1.11	-1.61	-0.35	1.9866303128664882
tub	1.1	-1.2	0.14	1.6338910612400082
mayonnaise	0.65	-1.1	0.88	1.5514187055724191
fullness	1.19	-1.8	1.27	2.503797116381437
tug	-0.53	-1.0	0.1	1.136177802986839
concert	2.0	0.17	0.4	2.046680238825792
pity	-1.82	-0.93	-0.48	2.099452309532179
freshness	2.43	-0.9	1.29	2.8946502379389467
kumquat	1.1	-2.25	-0.41	2.537833721897477
infatuation	0.74	0.77	-0.41	1.1439405578962571
uncertain	-1.4	-0.55	-1.42	2.0685502169393906
concern	0.05	-0.3	0.55	0.6284902544988268
unimportant	-0.58	-1.48	0.32	1.621480804696744
beautiful	2.61	0.71	1.17	2.9470493718293893
rectify	0.6	-1.43	0.81	1.7495713760804388
eventual	0.05	-1.58	-0.25	1.6004374402018968
pita	0.95	-1.0	1.05	1.7334935823359716
refrain	0.3	-1.53	0.23	1.5760076141948045
tux	0.91	-0.35	0.42	1.0616025621672172
lovable	3.26	0.41	1.83	3.76093073586845
state	0.73	-1.71	0.65	1.9696446379994539
strut	0.6	0.46	1.39	1.5823084402227017
worker	0.95	-1.4	1.29	2.127580785775243
element	0.58	-1.1	0.0	1.243543324536785
undue	-0.95	-1.47	-0.76	1.9081404560461475
manhunt	-1.39	1.33	-0.91	2.1281682264332393
environmental	0.5	1.05	0.68	1.3471822445385777
picky	-1.1	-0.73	1.04	1.68062488378579
foreplay	1.4	1.71	0.92	2.3938462774372122
concealment	-0.79	-0.55	0.09	0.966798841538404
physical therapist	1.25	-2.29	-0.6	2.6770506158830845
probable	0.45	-1.65	0.38	1.7519703193832936
synagogue	-0.15	-2.44	-0.36	2.4709714688761584
opposite	-0.23	-1.57	-0.05	1.5875452749449384
undercover	0.58	-1.27	-0.04	1.3967462188959023
jackal	-0.35	-0.42	-0.43	0.695557330491168
piss	-2.27	-0.26	0.63	2.370105482884675
aftermath	-0.71	0.38	-0.77	1.1141813137905339
restraint	-1.53	-0.95	-0.55	1.8830560267819967
cub	1.71	-1.05	-0.76	2.145739965606271
cue	0.84	-0.65	-0.38	1.1280514172678477
valance	0.05	-1.27	0.86	1.5346009253222805
stereotype	-1.67	-0.74	-1.19	2.1800458710770285
archery	0.25	-0.61	0.73	0.9836157786453
cup	0.94	-2.4	0.28	2.5926820090400597
cut	-1.1	0.07	-0.45	1.1905460931858118
warrior	0.5	0.94	0.86	1.3686489688740497
anaconda	-0.57	1.0	-0.92	1.4735331689514153
jurisdiction	-0.32	-1.05	-0.67	1.286001555209013
constitutional	0.68	-1.14	0.41	1.3892803892663281
penniless	-2.45	0.76	0.6	2.634406954135978
manly	1.09	0.63	1.48	1.943038857048412
masculinity	0.75	-0.3	0.91	1.2167990795525776
battery	-0.74	-1.05	-0.65	1.4396527359054336
dread	-2.89	0.1	-1.5	3.257621831950418
harass	-2.05	1.1	-1.42	2.725600851188596
run shoe	0.84	-1.22	0.88	1.7229045243425418
starve	-2.14	0.1	-0.14	2.1469047487021866
untrue	-1.55	-0.86	0.12	1.7766541588052527
two	1.3	-1.67	0.05	2.1169317419321767
latte	1.45	-0.21	1.4	2.0264747716169573
moment	1.1	-0.95	1.0	1.764227876437735
congrat	1.94	-0.95	0.96	2.3638316352904662
instinctive	0.81	-0.96	0.88	1.5336557632011167
celery	0.71	-2.19	1.28	2.6341222446955648
tear	-1.86	-0.2	0.68	1.9904773296875302
attack	-3.0	2.05	-1.61	3.974242066105184
skinny	0.36	-0.73	0.79	1.134283915075939
attach	0.26	-1.19	-0.3	1.2544720004846661
distribute	0.05	-1.28	-0.18	1.293560976529518
worried	-1.73	0.81	-0.82	2.0787977294580635
kitchen	1.17	-1.48	0.89	2.0860009587725505
shout	0.0	1.29	0.85	1.5448624534242523
ankle	0.4	-1.89	0.58	2.017052304725884
flashlight	1.0	-0.96	1.06	1.7450501425460532
creation	1.85	0.35	1.38	2.334394996567633
inclination	-0.11	-0.9	0.1	0.9121951545584969
stench	-2.38	-0.47	-1.53	2.868135282722905
think	1.68	-1.25	1.5	2.575829963332207
ingredient	0.86	-2.55	0.85	2.8221622915771514
participate	0.5	-0.56	1.42	1.606237840420901
biochemical	-0.95	-0.79	-0.79	1.4665265084545867
underage	-0.9	-1.24	-0.72	1.692926460304759
absolution	1.58	-1.62	0.75	2.3839672816546793
librarian	1.38	-3.25	0.0	3.530849756078556
brotherly	2.45	-0.56	1.31	2.834113618047096
lottery	1.33	1.05	-1.55	2.2964973328963394
reporter	-0.43	-1.83	0.17	1.8875115893683938
teal	0.7	-1.27	0.7	1.6102484280383569
team	0.91	-1.62	1.53	2.4069482753063056
shove	-1.9	-1.17	-0.59	2.308029462550251
platoon	-0.35	-0.72	-0.46	0.9233092656309694
marketing	-0.17	-0.25	0.09	0.3154362059117501
mongrel	-1.53	-0.5	-1.54	2.2276669409945464
crackerjack	2.21	0.13	-0.06	2.214633152465663
